nutrition,measure,food_product,value
"Iron, Fe",MG,Rack Of Lamb,0.05555555555555555
"Iron, Fe",MG,Radicchio,0.0
"Iron, Fe",MG,Radish,0.0
"Iron, Fe",MG,Raisin,0.16666666666666666
"Iron, Fe",MG,Raspberry,0.0
"Iron, Fe",MG,Red Wine,0.0
"Iron, Fe",MG,Rhubarb,0.0
"Iron, Fe",MG,Rice,0.16666666666666666
"Iron, Fe",MG,Ricotta,0.0
"Iron, Fe",MG,Roast,0.1111111111111111
"Iron, Fe",MG,Root Vegetable,0.0
"Iron, Fe",MG,Rum,0.0
"Iron, Fe",MG,Rutabaga,0.0
"Iron, Fe",MG,Rye,0.1111111111111111
"Iron, Fe",MG,Saffron,0.6111111111111112
"Iron, Fe",MG,Sake,0.0
"Iron, Fe",MG,Salmon,0.0
"Iron, Fe",MG,Sardine,0.16666666666666666
"Iron, Fe",MG,Sausage,0.16666666666666666
"Iron, Fe",MG,Scallop,0.05555555555555555
"Iron, Fe",MG,Scotch,0.0
"Iron, Fe",MG,Seed,0.0
"Iron, Fe",MG,Semolina,0.16666666666666666
"Iron, Fe",MG,Sesame,0.0
"Iron, Fe",MG,Sesame Oil,0.0
"Iron, Fe",MG,Shallot,0.05555555555555555
"Iron, Fe",MG,Shellfish,0.0
"Iron, Fe",MG,Shrimp,0.0
"Iron, Fe",MG,Snapper,0.0
"Iron, Fe",MG,Sorbet,0.0
"Iron, Fe",MG,Sour Cream,0.0
"Iron, Fe",MG,Sourdough,0.1111111111111111
"Iron, Fe",MG,Soy,0.2777777777777778
"Iron, Fe",MG,Soy Sauce,0.05555555555555555
"Iron, Fe",MG,Sparkling Wine,0.0
"Iron, Fe",MG,Spice,1.0555555555555556
"Iron, Fe",MG,Spinach,0.1111111111111111
"Iron, Fe",MG,Squash,0.0
"Iron, Fe",MG,Squid,0.05555555555555555
"Iron, Fe",MG,Steak,0.0
"Iron, Fe",MG,Strawberry,0.0
"Iron, Fe",MG,Sugar Snap Pea,0.1111111111111111
"Iron, Fe",MG,Swiss Cheese,0.0
"Iron, Fe",MG,Swordfish,0.0
"Iron, Fe",MG,Tamarind,0.1111111111111111
"Iron, Fe",MG,Tequila,0.0
"Iron, Fe",MG,Tilapia,0.0
"Iron, Fe",MG,Tomatillo,0.0
"Iron, Fe",MG,Tortillas,0.16666666666666666
"Iron, Fe",MG,Tropical Fruit,0.0
"Iron, Fe",MG,Trout,0.05555555555555555
"Iron, Fe",MG,Tuna,0.0
"Iron, Fe",MG,Turnip,0.05555555555555555
"Iron, Fe",MG,Vanilla,0.0
"Iron, Fe",MG,Veal,0.05555555555555555
"Iron, Fe",MG,Vegetable,0.0
"Iron, Fe",MG,Venison,0.05555555555555555
"Iron, Fe",MG,Vinegar,0.0
"Iron, Fe",MG,Vodka,0.0
"Iron, Fe",MG,Walnut,0.16666666666666666
"Iron, Fe",MG,Wasabi,0.0
"Iron, Fe",MG,Watercress,0.0
"Iron, Fe",MG,Wedding,0.0
"Iron, Fe",MG,Whiskey,0.0
"Iron, Fe",MG,White Wine,0.0
"Iron, Fe",MG,Whole Wheat,0.1111111111111111
"Iron, Fe",MG,Wild Rice,0.05555555555555555
"Iron, Fe",MG,Wine,0.0
"Iron, Fe",MG,Wok,0.0
"Iron, Fe",MG,Yellow Squash,0.0
"Iron, Fe",MG,Yogurt,0.0
"Iron, Fe",MG,Yuca,0.0
"Iron, Fe",MG,Zucchini,0.0
"Phosphorus, P",MG,Almond,0.4064
"Phosphorus, P",MG,Anchovy,0.2016
"Phosphorus, P",MG,Anise,0.352
"Phosphorus, P",MG,Asian Pear,0.0088
"Phosphorus, P",MG,Avocado,0.0248
"Phosphorus, P",MG,Barley,0.0424
"Phosphorus, P",MG,Bass,0.136
"Phosphorus, P",MG,Bean,0.084
"Phosphorus, P",MG,Beef Rib,0.1472
"Phosphorus, P",MG,Beef Shank,0.1632
"Phosphorus, P",MG,Beer,0.0112
"Phosphorus, P",MG,Beet,0.0136
"Phosphorus, P",MG,Bell Pepper,0.0128
"Phosphorus, P",MG,Berry,0.0144
"Phosphorus, P",MG,Bitters,0.028
"Phosphorus, P",MG,Bran,0.0976
"Phosphorus, P",MG,Brandy,0.0032
"Phosphorus, P",MG,Brisket,0.1816
"Phosphorus, P",MG,Brussel Sprout,0.0552
"Phosphorus, P",MG,Cabbage,0.0192
"Phosphorus, P",MG,Candy Thermometer,0.12
"Phosphorus, P",MG,Caraway,0.392
"Phosphorus, P",MG,Carrot,0.028
"Phosphorus, P",MG,Champagne,0.0088
"Phosphorus, P",MG,Chard,0.0384
"Phosphorus, P",MG,Chartreuse,0.0
"Phosphorus, P",MG,Chile,0.1224
"Phosphorus, P",MG,Chile Pepper,0.1272
"Phosphorus, P",MG,Chill,0.0136
"Phosphorus, P",MG,Chive,0.0464
"Phosphorus, P",MG,Citrus,0.0
"Phosphorus, P",MG,Clam,0.124
"Phosphorus, P",MG,Clove,0.0832
"Phosphorus, P",MG,Coriander,0.3272
"Phosphorus, P",MG,Crab,0.1872
"Phosphorus, P",MG,Cranberry Sauce,0.0032
"Phosphorus, P",MG,Cucumber,0.016
"Phosphorus, P",MG,Cumin,0.3992
"Phosphorus, P",MG,Currant,0.0792
"Phosphorus, P",MG,Date,0.0496
"Phosphorus, P",MG,Dill,0.0128
"Phosphorus, P",MG,Dried Fruit,0.0512
"Phosphorus, P",MG,Duck,0.0072
"Phosphorus, P",MG,Eau De Vie,0.1544
"Phosphorus, P",MG,Eggplant,0.1336
"Phosphorus, P",MG,Endive,0.0224
"Phosphorus, P",MG,Fennel,0.0456
"Phosphorus, P",MG,Fish,0.1528
"Phosphorus, P",MG,Fontina,0.2768
"Phosphorus, P",MG,Gin,0.0032
"Phosphorus, P",MG,Goose,0.0
"Phosphorus, P",MG,Grains,0.2656
"Phosphorus, P",MG,Ham,0.2208
"Phosphorus, P",MG,Herb,0.0
"Phosphorus, P",MG,Honey,0.0032
"Phosphorus, P",MG,Honeydew,0.0088
"Phosphorus, P",MG,Horseradish,0.0248
"Phosphorus, P",MG,Jerusalem Artichoke,0.0624
"Phosphorus, P",MG,Kale,0.0424
"Phosphorus, P",MG,Kirsch,0.0
"Phosphorus, P",MG,Kumquat,0.0152
"Phosphorus, P",MG,Lamb,0.1672
"Phosphorus, P",MG,Lamb Chop,0.1672
"Phosphorus, P",MG,Lamb Shank,0.1256
"Phosphorus, P",MG,Leafy Green,0.0216
"Phosphorus, P",MG,Leek,0.0296
"Phosphorus, P",MG,Lentil,0.0624
"Phosphorus, P",MG,Lettuce,0.0192
"Phosphorus, P",MG,Lima Bean,0.0824
"Phosphorus, P",MG,Lime,0.1184
"Phosphorus, P",MG,Lime Juice,0.0112
"Phosphorus, P",MG,Liqueur,0.0
"Phosphorus, P",MG,Lobster,0.1632
"Phosphorus, P",MG,Lychee,0.0248
"Phosphorus, P",MG,Macadamia Nut,0.1504
"Phosphorus, P",MG,Margarita,0.004
"Phosphorus, P",MG,Melon,0.0296
"Phosphorus, P",MG,Molasses,0.0248
"Phosphorus, P",MG,Mussel,0.1992
"Phosphorus, P",MG,Mustard,0.0864
"Phosphorus, P",MG,Nectarine,0.0208
"Phosphorus, P",MG,Nut,0.4744
"Phosphorus, P",MG,Nutmeg,0.0
"Phosphorus, P",MG,Oat,0.328
"Phosphorus, P",MG,Octopus,0.1312
"Phosphorus, P",MG,Olive,0.0024
"Phosphorus, P",MG,Organic,0.0224
"Phosphorus, P",MG,Oyster,0.0536
"Phosphorus, P",MG,Parmesan,0.5016
"Phosphorus, P",MG,Parsnip,0.0536
"Phosphorus, P",MG,Pea,0.216
"Phosphorus, P",MG,Peanut Butter,0.2712
"Phosphorus, P",MG,Pear,0.0088
"Phosphorus, P",MG,Pecan,0.2216
"Phosphorus, P",MG,Persimmon,0.036
"Phosphorus, P",MG,Pine Nut,0.46
"Phosphorus, P",MG,Pistachio,0.4
"Phosphorus, P",MG,Plantain,0.0624
"Phosphorus, P",MG,Plum,0.0096
"Phosphorus, P",MG,Poppy,0.0392
"Phosphorus, P",MG,Pork Chop,0.1392
"Phosphorus, P",MG,Pork Rib,0.0968
"Phosphorus, P",MG,Port,0.288
"Phosphorus, P",MG,Potato,0.0616
"Phosphorus, P",MG,Poultry,0.016
"Phosphorus, P",MG,Poultry Sausage,0.016
"Phosphorus, P",MG,Prune,0.0576
"Phosphorus, P",MG,Quail,0.2224
"Phosphorus, P",MG,Quince,0.0136
"Phosphorus, P",MG,Rabbit,0.1792
"Phosphorus, P",MG,Rack Of Lamb,0.1488
"Phosphorus, P",MG,Radicchio,0.044
"Phosphorus, P",MG,Radish,0.016
"Phosphorus, P",MG,Red Wine,0.0184
"Phosphorus, P",MG,Rhubarb,0.0104
"Phosphorus, P",MG,Ricotta,0.1376
"Phosphorus, P",MG,Roast,0.1824
"Phosphorus, P",MG,Root Vegetable,0.0408
"Phosphorus, P",MG,Rum,0.0032
"Phosphorus, P",MG,Saffron,0.2016
"Phosphorus, P",MG,Sake,0.0048
"Phosphorus, P",MG,Sardine,0.2576
"Phosphorus, P",MG,Scallop,0.2216
"Phosphorus, P",MG,Scotch,0.0032
"Phosphorus, P",MG,Seed,0.0992
"Phosphorus, P",MG,Sesame,0.0296
"Phosphorus, P",MG,Sesame Oil,0.0
"Phosphorus, P",MG,Shallot,0.048
"Phosphorus, P",MG,Shellfish,0.2184
"Phosphorus, P",MG,Sorbet,0.0024
"Phosphorus, P",MG,Soy,0.0056
"Phosphorus, P",MG,Soy Sauce,0.1328
"Phosphorus, P",MG,Sparkling Wine,0.0048
"Phosphorus, P",MG,Spice,0.0944
"Phosphorus, P",MG,Squash,0.0112
"Phosphorus, P",MG,Swordfish,0.2264
"Phosphorus, P",MG,Tamarind,0.0904
"Phosphorus, P",MG,Tequila,0.0032
"Phosphorus, P",MG,Tomatillo,0.0312
"Phosphorus, P",MG,Tropical Fruit,0.0088
"Phosphorus, P",MG,Trout,0.156
"Phosphorus, P",MG,Turnip,0.0192
"Phosphorus, P",MG,Vanilla,0.084
"Phosphorus, P",MG,Veal,0.1224
"Phosphorus, P",MG,Vegetable,0.0224
"Phosphorus, P",MG,Venison,0.1232
"Phosphorus, P",MG,Vinegar,0.0064
"Phosphorus, P",MG,Vodka,0.0032
"Phosphorus, P",MG,Wasabi,0.0208
"Phosphorus, P",MG,Watercress,0.0504
"Phosphorus, P",MG,Wedding,0.044
"Phosphorus, P",MG,Whiskey,0.0032
"Phosphorus, P",MG,White Wine,0.0144
"Phosphorus, P",MG,Wild Rice,0.2664
"Phosphorus, P",MG,Wine,0.0048
"Phosphorus, P",MG,Wok,0.0
"Potassium, K",MG,Almond,0.15914893617021278
"Potassium, K",MG,Amaretto,0.0
"Potassium, K",MG,Anchovy,0.11574468085106383
"Potassium, K",MG,Anise,0.30638297872340425
"Potassium, K",MG,Apple,0.023404255319148935
"Potassium, K",MG,Apple Juice,0.009361702127659575
"Potassium, K",MG,Apricot,0.015106382978723404
"Potassium, K",MG,Asian Pear,0.02574468085106383
"Potassium, K",MG,Asparagus,0.04297872340425532
"Potassium, K",MG,Avocado,0.012340425531914894
"Potassium, K",MG,Barley,0.019148936170212766
"Potassium, K",MG,Bass,0.046595744680851064
"Potassium, K",MG,Bean,0.07829787234042553
"Potassium, K",MG,Beef Rib,0.07170212765957447
"Potassium, K",MG,Beef Shank,0.0823404255319149
"Potassium, K",MG,Beer,0.00574468085106383
"Potassium, K",MG,Beet,0.02446808510638298
"Potassium, K",MG,Bell Pepper,0.03468085106382979
"Potassium, K",MG,Berry,0.018085106382978722
"Potassium, K",MG,Bitters,0.06574468085106383
"Potassium, K",MG,Bok Choy,0.054680851063829784
"Potassium, K",MG,Bran,0.03404255319148936
"Potassium, K",MG,Brandy,0.000425531914893617
"Potassium, K",MG,Brine,0.14893617021276595
"Potassium, K",MG,Brisket,0.06063829787234042
"Potassium, K",MG,Broccoli Rabe,0.07319148936170213
"Potassium, K",MG,Brussel Sprout,0.08276595744680851
"Potassium, K",MG,Buffalo,0.02276595744680851
"Potassium, K",MG,Cabbage,0.03212765957446809
"Potassium, K",MG,Cake,0.01
"Potassium, K",MG,Candy Thermometer,0.0725531914893617
"Potassium, K",MG,Caraway,0.01978723404255319
"Potassium, K",MG,Carrot,0.06808510638297872
"Potassium, K",MG,Cauliflower,0.03
"Potassium, K",MG,Champagne,0.017659574468085106
"Potassium, K",MG,Chard,0.08404255319148936
"Potassium, K",MG,Chartreuse,0.0
"Potassium, K",MG,Cheese,0.020638297872340425
"Potassium, K",MG,Chile,0.026382978723404255
"Potassium, K",MG,Chile Pepper,0.39787234042553193
"Potassium, K",MG,Chili,0.027872340425531914
"Potassium, K",MG,Chill,0.03787234042553191
"Potassium, K",MG,Chive,0.06297872340425532
"Potassium, K",MG,Citrus,0.000851063829787234
"Potassium, K",MG,Clam,0.039787234042553195
"Potassium, K",MG,Clove,0.2170212765957447
"Potassium, K",MG,Coriander,0.2702127659574468
"Potassium, K",MG,Corn,0.008723404255319148
"Potassium, K",MG,Couscous,0.04021276595744681
"Potassium, K",MG,Crab,0.0551063829787234
"Potassium, K",MG,Cranberry Sauce,0.005957446808510639
"Potassium, K",MG,Cream Cheese,0.0
"Potassium, K",MG,Cucumber,0.02617021276595745
"Potassium, K",MG,Cumin,0.38085106382978723
"Potassium, K",MG,Currant,0.16531914893617022
"Potassium, K",MG,Date,0.13957446808510637
"Potassium, K",MG,Dill,0.023829787234042554
"Potassium, K",MG,Dried Fruit,0.11297872340425531
"Potassium, K",MG,Duck,0.01851063829787234
"Potassium, K",MG,Eau De Vie,0.07446808510638298
"Potassium, K",MG,Egg,0.031914893617021274
"Potassium, K",MG,Eggplant,0.05638297872340425
"Potassium, K",MG,Endive,0.06680851063829787
"Potassium, K",MG,Escarole,0.06765957446808511
"Potassium, K",MG,Fennel,0.10042553191489362
"Potassium, K",MG,Fig,0.022340425531914895
"Potassium, K",MG,Fish,0.039361702127659576
"Potassium, K",MG,Fontina,0.013617021276595745
"Potassium, K",MG,Fruit Juice,0.03148936170212766
"Potassium, K",MG,Gin,0.000425531914893617
"Potassium, K",MG,Goose,0.0
"Potassium, K",MG,Grains,0.10851063829787234
"Potassium, K",MG,Grand Marnier,0.008723404255319148
"Potassium, K",MG,Grapefruit,0.02872340425531915
"Potassium, K",MG,Guava,0.05914893617021277
"Potassium, K",MG,Ham,0.07893617021276596
"Potassium, K",MG,Herb,0.0019148936170212765
"Potassium, K",MG,Honey,0.011063829787234043
"Potassium, K",MG,Honeydew,0.04851063829787234
"Potassium, K",MG,Horseradish,0.0523404255319149
"Potassium, K",MG,Jerusalem Artichoke,0.09127659574468085
"Potassium, K",MG,Kale,0.09510638297872341
"Potassium, K",MG,Kirsch,0.0
"Potassium, K",MG,Kumquat,0.03957446808510638
"Potassium, K",MG,Lamb,0.07425531914893617
"Potassium, K",MG,Lamb Chop,0.07425531914893617
"Potassium, K",MG,Lamb Shank,0.060851063829787236
"Potassium, K",MG,Leafy Green,0.03
"Potassium, K",MG,Leek,0.04
"Potassium, K",MG,Lentil,0.062127659574468086
"Potassium, K",MG,Lettuce,0.03574468085106383
"Potassium, K",MG,Lima Bean,0.10042553191489362
"Potassium, K",MG,Lime,0.03170212765957447
"Potassium, K",MG,Lime Juice,0.024893617021276595
"Potassium, K",MG,Liqueur,0.0
"Potassium, K",MG,Lobster,0.05382978723404255
"Potassium, K",MG,Lychee,0.036382978723404256
"Potassium, K",MG,Macadamia Nut,0.07829787234042553
"Potassium, K",MG,Maple Syrup,0.062127659574468086
"Potassium, K",MG,Margarita,0.004680851063829788
"Potassium, K",MG,Meatball,0.03829787234042553
"Potassium, K",MG,Melon,0.02617021276595745
"Potassium, K",MG,Molasses,0.31063829787234043
"Potassium, K",MG,Mussel,0.08617021276595745
"Potassium, K",MG,Mustard,0.031914893617021274
"Potassium, K",MG,Mustard Greens,0.07510638297872341
"Potassium, K",MG,Nectarine,0.027872340425531914
"Potassium, K",MG,Nut,0.14042553191489363
"Potassium, K",MG,Nutmeg,0.0
"Potassium, K",MG,Oat,0.07702127659574468
"Potassium, K",MG,Oatmeal,0.0
"Potassium, K",MG,Octopus,0.06170212765957447
"Potassium, K",MG,Olive,0.003617021276595745
"Potassium, K",MG,Orange Juice,0.04021276595744681
"Potassium, K",MG,Organic,0.014893617021276596
"Potassium, K",MG,Oyster,0.02893617021276596
"Potassium, K",MG,Paprika,0.3829787234042553
"Potassium, K",MG,Parmesan,0.03829787234042553
"Potassium, K",MG,Parsnip,0.07574468085106383
"Potassium, K",MG,Pea,0.15574468085106383
"Potassium, K",MG,Peanut Butter,0.12
"Potassium, K",MG,Pear,0.022127659574468085
"Potassium, K",MG,Pecan,0.08723404255319149
"Potassium, K",MG,Pernod,0.02106382978723404
"Potassium, K",MG,Persimmon,0.09127659574468085
"Potassium, K",MG,Pine Nut,0.1270212765957447
"Potassium, K",MG,Plantain,0.1672340425531915
"Potassium, K",MG,Plum,0.0225531914893617
"Potassium, K",MG,Pomegranate Juice,0.06191489361702128
"Potassium, K",MG,Poppy,0.01297872340425532
"Potassium, K",MG,Pork Chop,0.06234042553191489
"Potassium, K",MG,Pork Rib,0.05021276595744681
"Potassium, K",MG,Port,0.02893617021276596
"Potassium, K",MG,Potato,0.046595744680851064
"Potassium, K",MG,Poultry,0.008936170212765958
"Potassium, K",MG,Poultry Sausage,0.008936170212765958
"Potassium, K",MG,Prosciutto,0.0
"Potassium, K",MG,Prune,0.18127659574468086
"Potassium, K",MG,Quail,0.045744680851063826
"Potassium, K",MG,Quince,0.041914893617021276
"Potassium, K",MG,Rabbit,0.06340425531914894
"Potassium, K",MG,Rack Of Lamb,0.06893617021276596
"Potassium, K",MG,Radicchio,0.029787234042553193
"Potassium, K",MG,Radish,0.049574468085106384
"Potassium, K",MG,Raspberry,0.0
"Potassium, K",MG,Red Wine,0.02702127659574468
"Potassium, K",MG,Rhubarb,0.049574468085106384
"Potassium, K",MG,Rice,0.018936170212765956
"Potassium, K",MG,Ricotta,0.03787234042553191
"Potassium, K",MG,Roast,0.07063829787234042
"Potassium, K",MG,Root Vegetable,0.06553191489361702
"Potassium, K",MG,Rum,0.000425531914893617
"Potassium, K",MG,Saffron,0.3659574468085106
"Potassium, K",MG,Sake,0.005319148936170213
"Potassium, K",MG,Sardine,0.05808510638297872
"Potassium, K",MG,Scallop,0.03829787234042553
"Potassium, K",MG,Scotch,0.000425531914893617
"Potassium, K",MG,Seed,0.18617021276595744
"Potassium, K",MG,Semolina,0.017659574468085106
"Potassium, K",MG,Sesame,0.03340425531914894
"Potassium, K",MG,Sesame Oil,0.0
"Potassium, K",MG,Shallot,0.07106382978723404
"Potassium, K",MG,Shellfish,0.027872340425531914
"Potassium, K",MG,Snapper,0.08872340425531915
"Potassium, K",MG,Sorbet,0.005957446808510639
"Potassium, K",MG,Soy,0.0014893617021276596
"Potassium, K",MG,Soy Sauce,0.0925531914893617
"Potassium, K",MG,Sparkling Wine,0.005319148936170213
"Potassium, K",MG,Spice,0.14106382978723403
"Potassium, K",MG,Spinach,0.11893617021276595
"Potassium, K",MG,Squash,0.02425531914893617
"Potassium, K",MG,Swordfish,0.09680851063829787
"Potassium, K",MG,Tamarind,0.13361702127659575
"Potassium, K",MG,Tequila,0.000425531914893617
"Potassium, K",MG,Tomatillo,0.05702127659574468
"Potassium, K",MG,Tortillas,0.036382978723404256
"Potassium, K",MG,Tropical Fruit,0.03
"Potassium, K",MG,Trout,0.06617021276595744
"Potassium, K",MG,Turnip,0.017446808510638297
"Potassium, K",MG,Vanilla,0.03340425531914894
"Potassium, K",MG,Veal,0.0625531914893617
"Potassium, K",MG,Vegetable,0.03574468085106383
"Potassium, K",MG,Venison,0.07468085106382978
"Potassium, K",MG,Vinegar,0.015531914893617021
"Potassium, K",MG,Vodka,0.000425531914893617
"Potassium, K",MG,Wasabi,0.03872340425531915
"Potassium, K",MG,Watercress,0.07319148936170213
"Potassium, K",MG,Wedding,0.027872340425531914
"Potassium, K",MG,Whiskey,0.000425531914893617
"Potassium, K",MG,White Wine,0.015106382978723404
"Potassium, K",MG,Whole Wheat,0.004468085106382979
"Potassium, K",MG,Wild Rice,0.05680851063829787
"Potassium, K",MG,Wine,0.005319148936170213
"Potassium, K",MG,Wok,0.0
"Potassium, K",MG,Zucchini,0.04723404255319149
"Sodium, Na",MG,Almond,0.09869565217391305
"Sodium, Na",MG,Amaretto,0.029130434782608697
"Sodium, Na",MG,Anchovy,1.5956521739130434
"Sodium, Na",MG,Anise,0.006956521739130435
"Sodium, Na",MG,Apple,0.0
"Sodium, Na",MG,Apple Juice,0.0
"Sodium, Na",MG,Apricot,0.0026086956521739132
"Sodium, Na",MG,Artichoke,0.13043478260869565
"Sodium, Na",MG,Arugula,0.012608695652173913
"Sodium, Na",MG,Asian Pear,0.0
"Sodium, Na",MG,Asparagus,0.0
"Sodium, Na",MG,Avocado,0.3769565217391304
"Sodium, Na",MG,Bacon,0.3417391304347826
"Sodium, Na",MG,Banana,0.2582608695652174
"Sodium, Na",MG,Barley,0.08652173913043479
"Sodium, Na",MG,Basil,0.0
"Sodium, Na",MG,Bass,0.17173913043478262
"Sodium, Na",MG,Bean,0.19260869565217392
"Sodium, Na",MG,Beef,0.09217391304347826
"Sodium, Na",MG,Beef Rib,0.023478260869565216
"Sodium, Na",MG,Beef Shank,0.027391304347826086
"Sodium, Na",MG,Beef Tenderloin,0.027391304347826086
"Sodium, Na",MG,Beer,0.0017391304347826088
"Sodium, Na",MG,Beet,0.06478260869565218
"Sodium, Na",MG,Bell Pepper,0.0
"Sodium, Na",MG,Berry,0.003043478260869565
"Sodium, Na",MG,Bitters,0.05521739130434783
"Sodium, Na",MG,Blackberry,0.0
"Sodium, Na",MG,Blue Cheese,0.43478260869565216
"Sodium, Na",MG,Blueberry,0.0
"Sodium, Na",MG,Bok Choy,0.028695652173913042
"Sodium, Na",MG,Bourbon,0.0
"Sodium, Na",MG,Bran,0.1991304347826087
"Sodium, Na",MG,Brandy,0.0004347826086956522
"Sodium, Na",MG,Bread,0.10739130434782608
"Sodium, Na",MG,Brie,0.31043478260869567
"Sodium, Na",MG,Brine,0.30130434782608695
"Sodium, Na",MG,Brisket,0.16391304347826086
"Sodium, Na",MG,Broccoli,0.023478260869565216
"Sodium, Na",MG,Broccoli Rabe,0.017826086956521738
"Sodium, Na",MG,Brown Rice,0.0
"Sodium, Na",MG,Brussel Sprout,0.010869565217391304
"Sodium, Na",MG,Buffalo,0.391304347826087
"Sodium, Na",MG,Bulgur,0.004782608695652174
"Sodium, Na",MG,Butter,0.27956521739130435
"Sodium, Na",MG,Buttermilk,0.07434782608695652
"Sodium, Na",MG,Butternut Squash,0.0
"Sodium, Na",MG,Cabbage,0.2165217391304348
"Sodium, Na",MG,Cake,0.18434782608695652
"Sodium, Na",MG,Calvados,0.1865217391304348
"Sodium, Na",MG,Candy,0.0
"Sodium, Na",MG,Candy Thermometer,0.05304347826086957
"Sodium, Na",MG,Cantaloupe,0.00826086956521739
"Sodium, Na",MG,Caraway,0.3
"Sodium, Na",MG,Cardamom,0.0
"Sodium, Na",MG,Carrot,0.03
"Sodium, Na",MG,Cashew,0.1517391304347826
"Sodium, Na",MG,Cauliflower,0.00782608695652174
"Sodium, Na",MG,Celery,0.04565217391304348
"Sodium, Na",MG,Chambord,0.0
"Sodium, Na",MG,Champagne,0.0017391304347826088
"Sodium, Na",MG,Chard,0.15304347826086956
"Sodium, Na",MG,Chartreuse,0.002173913043478261
"Sodium, Na",MG,Cheddar,0.7521739130434782
"Sodium, Na",MG,Cheese,0.2608695652173913
"Sodium, Na",MG,Cherry,0.08695652173913043
"Sodium, Na",MG,Chestnut,0.0
"Sodium, Na",MG,Chicken,0.15347826086956523
"Sodium, Na",MG,Chickpea,0.010434782608695653
"Sodium, Na",MG,Chile,0.19478260869565217
"Sodium, Na",MG,Chile Pepper,0.03956521739130435
"Sodium, Na",MG,Chili,0.16956521739130434
"Sodium, Na",MG,Chill,0.0008695652173913044
"Sodium, Na",MG,Chive,0.0013043478260869566
"Sodium, Na",MG,Chocolate,0.018695652173913044
"Sodium, Na",MG,Cilantro,0.0
"Sodium, Na",MG,Cinnamon,0.0
"Sodium, Na",MG,Citrus,0.004347826086956522
"Sodium, Na",MG,Clam,0.19695652173913045
"Sodium, Na",MG,Clove,0.12043478260869565
"Sodium, Na",MG,Coconut,0.11347826086956522
"Sodium, Na",MG,Cod,0.030869565217391304
"Sodium, Na",MG,Coffee,0.0
"Sodium, Na",MG,Collard Greens,0.00782608695652174
"Sodium, Na",MG,Coriander,0.015217391304347827
"Sodium, Na",MG,Corn,0.25478260869565217
"Sodium, Na",MG,Cornmeal,0.0
"Sodium, Na",MG,Cottage Cheese,0.14391304347826087
"Sodium, Na",MG,Couscous,0.0
"Sodium, Na",MG,Crab,0.17173913043478262
"Sodium, Na",MG,Cranberry,0.006521739130434782
"Sodium, Na",MG,Cranberry Sauce,0.002173913043478261
"Sodium, Na",MG,Cream Cheese,0.14739130434782607
"Sodium, Na",MG,Cucumber,0.10260869565217391
"Sodium, Na",MG,Cumin,0.07304347826086957
"Sodium, Na",MG,Currant,0.018695652173913044
"Sodium, Na",MG,Curry,0.0
"Sodium, Na",MG,Date,0.0008695652173913044
"Sodium, Na",MG,Dill,0.35130434782608694
"Sodium, Na",MG,Dried Fruit,0.01391304347826087
"Sodium, Na",MG,Duck,0.3095652173913043
"Sodium, Na",MG,Eau De Vie,0.05608695652173913
"Sodium, Na",MG,Egg,0.08478260869565217
"Sodium, Na",MG,Eggplant,0.09521739130434782
"Sodium, Na",MG,Endive,0.009565217391304347
"Sodium, Na",MG,Escarole,0.010434782608695653
"Sodium, Na",MG,Fennel,0.08782608695652173
"Sodium, Na",MG,Feta,0.2952173913043478
"Sodium, Na",MG,Fig,0.002173913043478261
"Sodium, Na",MG,Fish,0.17478260869565218
"Sodium, Na",MG,Fontina,0.34782608695652173
"Sodium, Na",MG,Frangelico,0.12739130434782608
"Sodium, Na",MG,Fruit Juice,0.0008695652173913044
"Sodium, Na",MG,Garlic,0.0
"Sodium, Na",MG,Gin,0.0004347826086956522
"Sodium, Na",MG,Ginger,0.10869565217391304
"Sodium, Na",MG,Goat Cheese,0.2952173913043478
"Sodium, Na",MG,Goose,0.0
"Sodium, Na",MG,Gouda,0.40391304347826085
"Sodium, Na",MG,Grains,0.0008695652173913044
"Sodium, Na",MG,Grand Marnier,0.0
"Sodium, Na",MG,Grape,0.0013043478260869566
"Sodium, Na",MG,Grapefruit,0.0
"Sodium, Na",MG,Green Bean,0.14
"Sodium, Na",MG,Ground Beef,0.029130434782608697
"Sodium, Na",MG,Ground Lamb,0.030869565217391304
"Sodium, Na",MG,Guava,0.004347826086956522
"Sodium, Na",MG,Halibut,0.023043478260869565
"Sodium, Na",MG,Ham,0.5
"Sodium, Na",MG,Hamburger,0.21217391304347827
"Sodium, Na",MG,Hazelnut,0.03173913043478261
"Sodium, Na",MG,Herb,0.0004347826086956522
"Sodium, Na",MG,Honey,0.0017391304347826088
"Sodium, Na",MG,Honeydew,0.00782608695652174
"Sodium, Na",MG,Horseradish,0.1826086956521739
"Sodium, Na",MG,Hot Pepper,0.4956521739130435
"Sodium, Na",MG,Ice Cream,0.03
"Sodium, Na",MG,Jerusalem Artichoke,0.0017391304347826088
"Sodium, Na",MG,Kale,0.019130434782608695
"Sodium, Na",MG,Kirsch,0.002173913043478261
"Sodium, Na",MG,Kiwi,0.06086956521739131
"Sodium, Na",MG,Kumquat,0.004347826086956522
"Sodium, Na",MG,Lamb,0.16826086956521738
"Sodium, Na",MG,Lamb Chop,0.16826086956521738
"Sodium, Na",MG,Lamb Shank,0.03304347826086956
"Sodium, Na",MG,Lasagna,0.13304347826086957
